-599.681	0.038686
-599.312	0.0302732
-598.945	0.00504495
-598.576	0.0302656
-598.206	0.0302608
-597.839	0.0134468
-597.47	0.0134444
-597.103	-0.00336057
-596.733	0.00503978
-596.364	0.0134352
-595.997	0.0302188
-595.628	-0.00335657
-595.261	0.00503351
-594.891	0.0301965
-594.525	0.0218067
-594.155	0.0301921
-593.788	0.0134177
-593.419	0.0134163
-593.05	0.0217987
-592.683	0.0134126
-592.314	0.0385562
-591.947	0.0217901
-591.578	-0.0117322
-591.211	0.0134068
-590.842	-0.0117285
-590.475	-0.0117257
-590.106	0.00502464
-589.739	0.0301453
-589.37	0.0217701
-589.004	0.00502338
-588.635	-0.0033486
-588.268	0.00502232
-587.899	0.0133885
-587.532	0.0301129
-587.166	0.0301023
-586.797	0.0635297
-586.43	0.0300858
-586.061	0.0133686
-585.694	-0.0116948
-585.326	0.0300649
-584.959	0.0300511
-584.59	0.030044
-584.224	0.046729
-583.857	0.0133508
-583.488	0.0216953
-583.122	-0.0450603
-582.753	0.0216945
-582.386	-0.0116819
-582.02	0.0133521
-581.651	0.00500755
-581.285	0.0133549
-580.918	0.00500865
-580.55	0.0133582
-580.183	0.0300608
-579.815	0.0133626
-579.448	0.0384159
-579.082	0.0467625
-578.713	0.00500966
-578.347	0.00500828
-577.98	0.0383896
-577.612	-0.00333738
-577.246	0.0300277
-576.879	-0.00333578
-576.511	0.013341
-576.144	0.0133394
-575.778	0.0300112
-575.41	0.0216745
-575.044	-0.0200074
-574.677	0.0133371
-574.311	0.0133363
-573.943	-0.00333397
-573.577	0.0466733
-573.21	0.00500013
-572.842	0.00499947
-572.476	0.0133302
-572.11	-0.0116628
-571.744	0.0383188
-571.375	0.00499791
-571.009	0.013327
-570.643	0.0549701
-570.277	0.00499703
-569.909	-0.00331703
-569.543	0.0216788
-569.177	0.0466691
-568.811	-0.00327364
-568.445	0.0217158
-568.077	0.0134042
-567.711	0.0134178
-567.345	0.0384039
-566.979	0.0217697
-566.613	0.0384322
-566.245	0.0217989
-565.879	0.0134894
-565.513	0.0218298
-565.147	0.0301732
-564.781	0.00520875
-564.416	0.0218818
-564.048	-0.00309159
-563.682	0.0552331
-563.316	0.0385863
-562.95	0.021939
-562.585	0.0219504
-562.219	0.0386151
-561.853	-0.00300502
-561.485	0.0219816
-561.12	0.0303142
-560.754	0.0220018
-560.388	-0.0112652
-560.023	0.00538647
-559.657	0.0220314
-559.291	0.0303553
-558.926	0.0386758
-558.56	0.0054389
-558.195	0.0137611
-557.829	-0.00284236
-557.461	0.0220922
-557.096	0.0304104
-556.73	0.00550648
-556.365	0.00552045
-555.999	0.0304502
-555.634	0.0553793
-555.268	0.00556282
-554.903	0.0055772
-554.537	0.047122
-554.172	0.0471381
-553.806	-0.0026864
-553.441	0.0222464
-553.076	0.0222587
-552.71	0.013966
-552.345	0.0222824
-551.98	0.00568856
-551.614	0.0389098
-551.249	0.0223185
-550.884	0.00572979
-550.518	0.0223446
-550.153	0.0389581
-549.788	0.038971
-549.423	0.0140853
-549.057	0.0306982
-548.692	0.0224125
-548.327	0.0224265
-547.962	-0.0356546
-547.599	0.0390546
-547.234	0.00587064
-546.869	0.00588501
-546.503	-0.0190026
-546.138	0.0142148
-545.773	0.0142293
-545.408	0.0308457
-545.043	0.0308584
-544.678	0.0142703
-544.313	0.0225842
-543.948	0.0225985
-543.585	-0.0105886
-543.22	0.014328
-542.855	0.0060416
-542.49	0.0392683
-542.125	0.0309827
-541.76	-0.0188282
-541.395	0.0310147
-541.033	0.00611415
-540.668	-0.010482
-540.303	0.0144474
-539.938	0.0144612
-539.573	0.00617022
-539.208	-0.00211972
-538.846	0.0145003
-538.481	0.0145125
-538.116	0.00622411
-537.751	0.0311292
-537.386	0.00624864
-537.024	0.0394191
-536.659	0.0394193
-536.294	0.0477067
-535.93	0.0311459
-535.565	0.0145929
-535.203	0.0311661
-534.838	0.00633946
-534.473	0.0477561
-534.109	0.0146491
-533.746	-0.0184607
-533.382	0.0146778
-533.017	0.0312545
-532.652	0.0147064
-532.29	0.0395657
-531.925	0.0478643
-531.561	0.0147513
-531.199	0.047903
-530.834	0.0230679
-530.469	0.0313705
-530.105	0.0148137
-529.743	0.0231154
-529.378	0.0479917
-529.014	0.031431
-528.652	0.039732
-528.287	0.0148856
-527.923	0.0397652
-527.561	0.0314943
-527.196	0.0149321
-526.832	-0.00163381
-526.47	0.0315452
-526.105	0.0149776
-525.741	0.0398672
-525.379	0.00671385
-525.015	0.0233094
-524.653	0.0316112
-524.288	0.0233326
-523.924	0.0150561
-523.562	0.0565043
-523.198	0.0399412
-522.836	0.0150956
-522.472	0.0233942
-522.107	0.0399759
-521.745	0.097972
-521.381	0.0482781
-521.019	0.0317213
-520.655	0.00689065
-520.291	0.0317411
-519.929	0.0400326
-519.565	0.00693263
-519.203	0.0235064
-518.839	0.0152413
-518.477	-0.00130427
-518.113	0.056667
-517.752	0.0401205
-517.388	0.0152961
-517.026	0.00703111
-516.662	0.00704484
-516.3	0.023612
-515.936	0.0153478
-515.574	0.0153602
-515.21	0.0319195
-514.849	0.0484739
-514.485	0.0236682
-514.123	0.02368
-513.759	0.0154221
-513.398	0.048502
-513.034	0.0154442
-512.672	0.0154556
-512.308	0.0154674
-511.947	0.0320017
-511.583	0.0154928
-511.222	0.0568064
-510.858	0.0403007
-510.496	0.0320559
-510.135	0.0403325
-509.771	0.0155652
-509.41	0.0321043
-509.046	0.0155952
-508.684	0.00734709
-508.323	0.0404131
-507.959	0.0073754
-507.598	0.0404408
-507.234	0.040455
-506.873	0.0404694
-506.512	0.0156948
-506.148	0.0404977
